Year,Geographical Description,ONS Code,Measure Group,Measure Group Description,Measure_Value,Geographical Level,Disaggregation Level,Measure Type
2019-20,York,E06000014,1C1B,Proportion of people using social care who receive self-directed support,91.2,Council,Total,Outcome
2019-20,York,E06000014,1C2A,Proportion of people using social care who receive direct payments,28.0,Council,Total,Outcome
2019-20,York,E06000014,1C2B,Proportion of people using social care who receive direct payments,91.2,Council,Total,Outcome
2019-20,York,E06000014,1E,Proportion of adults with learning disabilities in paid employment,8.7,Council,Total,Outcome
2019-20,York,E06000014,1F,Proportion of adults in contact with secondary mental health services in paid employment,22.0,Council,Total,Outcome
2019-20,York,E06000014,1G,Proportion of adults with learning disabilities who live in their own home or with their family,81.8,Council,Total,Outcome
2019-20,York,E06000014,1H,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",80.0,Council,Total,Outcome
2019-20,York,E06000014,1I1,Proportion of people who use services who reported that they had as much social contact as they would like,45.5,Council,Total,Outcome
2019-20,York,E06000014,1J,Adjusted Social care-related quality of life  impact of Adult Social Care services,0.408,Council,Total,Outcome
2019-20,York,E06000014,2A1,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",19.2,Council,Total,Outcome
2019-20,York,E06000014,2A2,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",539.6,Council,Total,Outcome
2019-20,York,E06000014,2B1,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,80.6,Council,Total,Outcome
2019-20,York,E06000014,2B2,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,0.5,Council,Total,Outcome
2019-20,York,E06000014,2C1,"Delayed transfers of care from hospital per 100,000 population",15.4,Council,Total,Outcome
2019-20,York,E06000014,2C2,"Delayed transfers of care from hospital which are attributable to adult social care per 100,000 population",4.9,Council,Total,Outcome
2019-20,York,E06000014,2C3,"Delayed transfers of care from hospital which are jointly attributable to the NHS and adult social care per 100,000 population",1.9,Council,Total,Outcome
2019-20,York,E06000014,2D,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,71.8,Council,Total,Outcome
2019-20,York,E06000014,3A,Overall satisfaction of people who use services with their care and support,68.1,Council,Total,Outcome
2019-20,York,E06000014,3D1,Proportion of people who use services and carers who find it easy to find information about services,74.1,Council,Total,Outcome
2019-20,York,E06000014,4A,Proportion of people who use services who feel safe,70.5,Council,Total,Outcome
2019-20,York,E06000014,4B,Proportion of people who use services who say that those services have made them feel safe and secure,88.4,Council,Total,Outcome
2019-20,Bolton,E08000001,1A,Social care-related quality of life,18.4,Council,Total,Outcome
2019-20,Bolton,E08000001,1B,Proportion of people who use services who have control over their daily life,74.1,Council,Total,Outcome
2019-20,Bolton,E08000001,1C1A,Proportion of people using social care who receive self-directed support,98.7,Council,Total,Outcome
2019-20,Bolton,E08000001,1C1B,Proportion of people using social care who receive self-directed support,99.7,Council,Total,Outcome
2019-20,Bolton,E08000001,1C2A,Proportion of people using social care who receive direct payments,35.1,Council,Total,Outcome
2019-20,Bolton,E08000001,1C2B,Proportion of people using social care who receive direct payments,95.9,Council,Total,Outcome
2019-20,Bolton,E08000001,1E,Proportion of adults with learning disabilities in paid employment,4.5,Council,Total,Outcome
2019-20,Bolton,E08000001,1F,Proportion of adults in contact with secondary mental health services in paid employment,8.0,Council,Total,Outcome
2019-20,Bolton,E08000001,1G,Proportion of adults with learning disabilities who live in their own home or with their family,92.5,Council,Total,Outcome
2019-20,Bolton,E08000001,1H,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",88.0,Council,Total,Outcome
2019-20,Bolton,E08000001,1I1,Proportion of people who use services who reported that they had as much social contact as they would like,43.7,Council,Total,Outcome
2019-20,Bolton,E08000001,1J,Adjusted Social care-related quality of life  impact of Adult Social Care services,0.401,Council,Total,Outcome
2019-20,Bolton,E08000001,2A1,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",35.4,Council,Total,Outcome
2019-20,Bolton,E08000001,2A2,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",943.4,Council,Total,Outcome
2019-20,Bolton,E08000001,2B1,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,74.0,Council,Total,Outcome
2019-20,Bolton,E08000001,2B2,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,2.6,Council,Total,Outcome
2019-20,Bolton,E08000001,2C1,"Delayed transfers of care from hospital per 100,000 population",12.9,Council,Total,Outcome
2019-20,Bolton,E08000001,2C2,"Delayed transfers of care from hospital which are attributable to adult social care per 100,000 population",6.8,Council,Total,Outcome
2019-20,Bolton,E08000001,2C3,"Delayed transfers of care from hospital which are jointly attributable to the NHS and adult social care per 100,000 population",1.6,Council,Total,Outcome
2019-20,Bolton,E08000001,2D,Proportion of those that received a short term service during the year where the sequel to service was either no ongoing support or support of a lower level,82.1,Council,Total,Outcome
2019-20,Bolton,E08000001,3A,Overall satisfaction of people who use services with their care and support,63.7,Council,Total,Outcome
2019-20,Bolton,E08000001,3D1,Proportion of people who use services and carers who find it easy to find information about services,64.0,Council,Total,Outcome
2019-20,Bolton,E08000001,4A,Proportion of people who use services who feel safe,61.2,Council,Total,Outcome
2019-20,Bolton,E08000001,4B,Proportion of people who use services who say that those services have made them feel safe and secure,81.3,Council,Total,Outcome
2019-20,Bury,E08000002,1A,Social care-related quality of life,19.7,Council,Total,Outcome
2019-20,Bury,E08000002,1B,Proportion of people who use services who have control over their daily life,82.0,Council,Total,Outcome
2019-20,Bury,E08000002,1C1A,Proportion of people using social care who receive self-directed support,100.0,Council,Total,Outcome
2019-20,Bury,E08000002,1C1B,Proportion of people using social care who receive self-directed support,100.0,Council,Total,Outcome
2019-20,Bury,E08000002,1C2A,Proportion of people using social care who receive direct payments,34.6,Council,Total,Outcome
2019-20,Bury,E08000002,1C2B,Proportion of people using social care who receive direct payments,100.0,Council,Total,Outcome
2019-20,Bury,E08000002,1E,Proportion of adults with learning disabilities in paid employment,3.7,Council,Total,Outcome
2019-20,Bury,E08000002,1F,Proportion of adults in contact with secondary mental health services in paid employment,3.0,Council,Total,Outcome
2019-20,Bury,E08000002,1G,Proportion of adults with learning disabilities who live in their own home or with their family,90.6,Council,Total,Outcome
2019-20,Bury,E08000002,1H,"Proportion of adults in contact with secondary mental health services who live independently, with or without support",54.0,Council,Total,Outcome
2019-20,Bury,E08000002,1I1,Proportion of people who use services who reported that they had as much social contact as they would like,49.2,Council,Total,Outcome
2019-20,Bury,E08000002,1J,Adjusted Social care-related quality of life  impact of Adult Social Care services,0.432,Council,Total,Outcome
2019-20,Bury,E08000002,2A1,"Long-term support needs of younger adults aged 18-64 met by admission to residential and nursing care homes, per 100,000 population",10.7,Council,Total,Outcome
2019-20,Bury,E08000002,2A2,"Long-term support needs of older adults aged 65 and over met by admission to residential and nursing care homes, per 100,000 population",756.6,Council,Total,Outcome
2019-20,Bury,E08000002,2B1,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services effectiveness of the service,81.3,Council,Total,Outcome
2019-20,Bury,E08000002,2B2,Proportion of older people 65 and over who were still at home 91 days after discharge from hospital into reablement/rehabilitation services offered the service,3.5,Council,Total,Outcome
2019-20,Bury,E08000002,2C1,"Delayed transfers of care from hospital per 100,000 population",13.7,Council,Total,Outcome
